"","Reporting.Year","Reporting.Quarter","Reporting.Organization","Certified.Type","County","Certified.Capacity","Operational.Capacity","Beginning.Census","End.Census","Male.Census","Female.Census"
"8297",2014,2,"Park Inn Home","F","Queens",181,181,181,181,123,58
"8298",2014,2,"Park Manor Adult Home","F","Kings",52,52,49,48,35,13
"8299",2014,2,"Park Ridge Housing","S","Monroe",66,61,55,57,15,42
"8300",2014,2,"Park Terrace at Radisson","F","Onondaga",65,65,61,61,10,51
"8301",2014,2,"Parkview Home for Adults","F","Bronx",134,133,131,133,94,39
"8302",2014,2,"Parkwood Heights Senior Living Comm","F","Wayne",40,24,21,24,4,20
"8303",2014,2,"Pearl Garden Manor","F","Suffolk",26,24,22,24,15,9
"8304",2014,2,"Peconic Retreat Adult Home","F","Suffolk",10,10,10,10,2,8
"8305",2014,2,"Peregrines Landing Senior Community, Cheektowaga","S","Erie",112,112,100,100,30,70
"8306",2014,2,"Pinecrest Home For Adults","E","Steuben",17,17,15,15,8,7
"8307",2014,2,"Pine Harbour","S","Clinton",66,66,57,56,17,39
"8308",2014,2,"Pineview Commons H.F.A.","F","Fulton",94,86,79,78,16,62
"8309",2014,2,"Plattduetsche Home Society EHP","S","Nassau",90,90,52,52,14,38
"8310",2014,2,"Plattduetsche Old Folks Home Society","E","Nassau",91,91,64,63,12,51
"8311",2014,2,"Pleasant Gardens Home for Adults","E","Suffolk",26,26,26,26,11,15
"8312",2014,2,"Pounder Hall EHP","S","Oneida",17,12,7,7,1,6
"8313",2014,2,"Presbyterian Residential Community","E","Oneida",96,96,88,90,22,68
"8314",2014,2,"Promenade at Blue Hill","F","Rockland",61,61,55,51,11,40
"8315",2014,2,"Promenade at Chestnut Ridge","F","Rockland",198,118,76,84,23,61
"8316",2014,2,"Promenade at Middletown","F","Orange",200,200,98,111,31,80
"8317",2014,2,"Promenade at Tuxedo Place","F","Orange",89,89,39,43,11,32
"8318",2014,2,"Prospect Park Residence","F","Kings",132,132,95,95,24,71
"8319",2014,2,"Quail Summit","S","Ontario",55,55,34,31,7,24
"8320",2014,2,"Quaker Landing Memory Care Community","F","Erie",52,52,51,52,17,35
"8321",2014,2,"Queens Adult Care Center","F","Queens",361,361,361,361,260,101
"8322",2014,2,"Rainier Grove at Cherry Ridge","F","Monroe",87,87,71,74,20,54
"8323",2014,2,"Randolph Manor","F","Cattaraugus",50,45,32,34,11,23
"8324",2014,2,"Regency of Boro Park","F","Kings",200,200,32,54,16,38
"8325",2014,2,"Restmour Home for Adults","F","Cayuga",24,24,19,18,3,15
"8326",2014,2,"Ridge Rest Home, Inc.","E","Suffolk",58,58,47,47,41,6
"8327",2014,2,"Riverdale Manor Home for Adults","F","Bronx",256,256,240,241,138,103
"8328",2014,2,"RiverLedge Residence","E","St.Lawrence",40,40,40,39,4,35
"8329",2014,2,"RiverSpring Assisted Living","E","Bronx",35,35,24,27,9,18
"8330",2014,2,"Rivers Run","S","Monroe",20,20,1,3,0,3
"8331",2014,2,"River View Gardens NY Found. EHP #8","S","Queens",46,46,46,46,14,32
"8332",2014,2,"Robinson Terrace Senior Living","E","Delaware",60,60,45,49,14,35
"8333",2014,2,"Robynwood Home for Adults","F","Otsego",47,42,38,36,3,33
"8334",2014,2,"Rochester Presbyterian Home","E","Monroe",102,102,98,97,18,79
"8335",2014,2,"Rodden Home","F","Suffolk",23,23,23,23,14,9
"8336",2014,2,"Rome Home","E","Oneida",19,19,14,14,4,10
"8337",2014,2,"Rosewood Senior Citizens Home","F","Cortland",37,37,14,14,9,5
"8338",2014,2,"RPH-West","E","Monroe",52,52,47,49,12,37
"8339",2014,2,"Sachem Adult Home","F","Suffolk",46,46,38,38,21,17
"8340",2014,2,"Sage Harbor Baywinde","F","Monroe",88,88,58,57,21,36
"8341",2014,2,"Samaritan Summit Village","E","Jefferson",120,120,94,105,19,86
"8342",2014,2,"Samuel F. Vilas Home","E","Clinton",44,44,35,38,6,32
"8343",2014,2,"Sanford Home","F","Queens",200,200,197,194,115,79
"8344",2014,2,"Sarah Jane Sanford Home","E","Montgomery",40,40,37,37,0,37
"8345",2014,2,"Seabury Woods","S","Monroe",85,85,62,70,13,57
"8346",2014,2,"Seaview Manor, LLC","F","Queens",124,124,120,122,67,55
"8347",2014,2,"Sedgwick Heights","E","Onondaga",154,154,135,137,37,100
"8348",2014,2,"Seneca Lake Terrace Assisted Living Center","F","Ontario",66,66,62,60,16,44
"8349",2014,2,"SeniorFirst Assisted Living at Valley Manor","S","Monroe",13,8,7,7,4,3
"8350",2014,2,"Shire at Culverton Adult Home","F","Monroe",200,200,175,168,83,85
"8351",2014,2,"Signature Senior Living","F","Kings",199,199,68,77,32,45
"8352",2014,2,"Somerset Gardens","S","Nassau",160,155,146,149,51,98
"8353",2014,2,"South Bay Adult Home","F","Suffolk",39,39,35,35,23,12
"8354",2014,2,"Southern Tier Meadows","E","Chautauqua",24,24,23,24,11,13
"8355",2014,2,"Spring Valley Rest Home","F","Rockland",32,32,32,31,22,9
"8356",2014,2,"St. Columbans on the Lake","E","Chautauqua",57,51,50,49,10,39
"8357",2014,2,"St. Elizabeths Home","E","Erie",117,117,110,104,35,69
"8358",2014,2,"Sterling House of Ithaca","S","Tompkins",53,53,45,42,10,32
"8359",2014,2,"Sterling House of Niagara","S","Niagara",53,53,46,46,16,30
"8360",2014,2,"St. Francis Commons","E","Oswego",60,60,43,55,8,47
"8361",2014,2,"St. Josephs Home","E","Rockland",31,29,29,28,2,26
"8362",2014,2,"St. Louise Manor","E","Broome",52,52,41,44,10,34
"8363",2014,2,"St. Marks Terrace EHP #1","S","Yates",27,27,16,18,5,13
"8364",2014,2,"St. Marks Terrace EHP #2","S","Yates",22,22,6,6,2,4
"8365",2014,2,"St. Marys Manor","S","Nassau",28,28,25,24,9,15
"8366",2014,2,"St. Michaels Home","E","Westchester",60,60,57,54,14,40
"8367",2014,2,"St. Nicholas Home","E","Kings",75,70,60,61,25,36
"8368",2014,2,"St. Vincent de Paul","E","Bronx",59,59,55,58,32,26
"8370",2014,2,"St. Zitas Villa","E","Rockland",35,35,18,16,0,16
"8371",2014,2,"Sues Rest","F","Steuben",14,14,13,14,6,8
"8372",2014,2,"Sunnydale Home","F","Westchester",17,17,17,16,9,7
"8373",2014,2,"Sunrise at Mill Basin","S","Kings",142,142,118,117,22,95
"8374",2014,2,"Sunrise at Sheepshead Bay","S","Kings",189,189,134,134,46,88
"8375",2014,2,"Sunrise of Crestwood","F","Westchester",116,116,87,93,19,74
"8376",2014,2,"Sunrise of Dix Hills","F","Suffolk",98,98,83,80,26,54
"8377",2014,2,"Sunrise of East Meadow","F","Nassau",107,107,101,102,25,77
"8378",2014,2,"Sunrise of East Setauket","F","Suffolk",109,109,102,102,23,79
"8379",2014,2,"Sunrise of Fleetwood","F","Westchester",136,136,88,91,13,78
"8380",2014,2,"Sunrise of Glen Cove","F","Nassau",111,111,86,85,18,67
"8381",2014,2,"Sunrise of Holbrook","F","Suffolk",109,109,93,101,27,74
"8382",2014,2,"Sunrise of New City","F","Rockland",120,120,89,87,31,56
"8383",2014,2,"Sunrise of North Lynbrook","F","Nassau",138,138,106,104,32,72
"8384",2014,2,"Sunrise of Plainview","F","Nassau",65,65,61,60,14,46
"8385",2014,2,"Sunrise of Smithtown","F","Suffolk",104,104,80,87,22,65
"8386",2014,2,"Sunrise of Staten Island","S","Richmond",121,121,104,107,55,52
"8387",2014,2,"Sunrise of West Babylon","F","Suffolk",109,109,98,100,21,79
"8388",2014,2,"Surf Manor Home for Adults","F","Kings",200,200,200,200,134,66
"8389",2014,2,"Surfside Manor Home for Adults, LLC","F","Queens",200,200,199,196,126,70
"8390",2014,2,"Sutton Gardens, LLC","F","Queens",47,47,44,46,21,25
"8391",2014,2,"Tanglewood Manor","F","Chautauqua",158,153,140,139,47,92
"8392",2014,2,"Tappan Zee Manor","F","Rockland",150,105,81,84,31,53
"8393",2014,2,"Tennyson Court","F","Erie",93,93,71,73,14,59
"8394",2014,2,"Terrace at Beverwyck","S","Albany",48,48,37,37,13,24
"8395",2014,2,"Terrace at Eddy Memorial","S","Rensselaer",69,69,65,63,2,61
"8396",2014,2,"The 80th Street Residence","F","New York",70,69,66,65,20,45
"8397",2014,2,"The Amsterdam at Harborside","S","Nassau",55,55,31,36,10,26
"8398",2014,2,"The Arbors at Bohemia","F","Suffolk",200,200,140,138,40,98
"8399",2014,2,"The Arbors at Hauppauge","F","Suffolk",200,200,126,120,49,71
"8400",2014,2,"The Arbors at Islandia East","F","Suffolk",200,200,143,146,44,102
"8401",2014,2,"The Arbors at Islandia West","F","Suffolk",200,140,106,103,31,72
"8402",2014,2,"The Arbors at Westbury","F","Nassau",200,200,114,118,46,72
"8403",2014,2,"The Athenaeum of Skaneateles","F","Onondaga",16,16,14,15,4,11
"8404",2014,2,"The Avalon Assisted Living and Wellness Center","F","Dutchess",76,76,66,66,27,39
"8405",2014,2,"The Barton Home","F","Chemung",26,26,25,26,11,15
"8406",2014,2,"The Bixby Home","F","Seneca",24,24,21,21,13,8
"8407",2014,2,"The Bristal at Armonk","S","Westchester",171,171,11,37,15,22
"8408",2014,2,"The Bristal at East Meadow","S","Nassau",151,151,102,101,30,71
"8409",2014,2,"The Bristal at East Northport","S","Suffolk",166,166,147,147,37,110
"8410",2014,2,"The Bristal at Lynbrook","E","Nassau",200,200,135,139,32,107
"8411",2014,2,"The Bristal at Massapequa","F","Nassau",84,84,79,78,13,65
"8412",2014,2,"The Bristal at Massapequa","S","Nassau",86,86,76,73,15,58
"8413",2014,2,"The Bristal at North Hills","S","Nassau",140,140,120,119,22,97
"8414",2014,2,"The Bristal at North Hills","F","Nassau",60,60,45,51,11,40
"8415",2014,2,"The Bristal at North Woodmere","S","Nassau",129,129,117,119,24,95
"8416",2014,2,"The Bristal at Westbury","S","Nassau",145,145,145,142,41,101
"8417",2014,2,"The Bristal at White Plains","S","Westchester",190,148,112,122,34,88
"8418",2014,2,"The Cloisters","F","Wyoming",48,48,42,42,8,34
"8419",2014,2,"The Country Manor Herkimer Co. Public Home","N","Herkimer",80,80,19,11,3,8
"8420",2014,2,"The Courtyards LLC","F","Erie",133,133,113,113,60,53
"8421",2014,2,"The Eliot at Catskill","F","Greene",99,99,64,68,32,36
"8422",2014,2,"The Eliot at Erie Station ALP","F","Orange",96,96,92,92,53,39
"8423",2014,2,"The Farrar Home","E","Franklin",30,30,21,24,9,15
"8424",2014,2,"The Fountains at RiverVue","F","Westchester",141,141,117,119,35,84
"8425",2014,2,"The Glen at Maple Pointe AH/ALP","F","Nassau",60,60,55,56,13,43
"8426",2014,2,"The Glen at Maple Pointe EHP/ALP","S","Nassau",83,83,78,74,17,57
"8427",2014,2,"The Hearth at Castle Gardens","S","Broome",106,106,75,74,19,55
"8428",2014,2,"The Hearth at Greenpoint Senior Living","S","Onondaga",130,130,107,106,37,69
"8429",2014,2,"The Hearth on James","S","Onondaga",60,60,41,41,15,26
"8430",2014,2,"The Inn at Millbrook","F","Dutchess",40,40,36,31,4,27
"8431",2014,2,"The Kensington","F","Westchester",130,130,117,121,30,91
"8432",2014,2,"The Lake Shore Adult Home","F","Suffolk",200,200,147,142,57,85
"8433",2014,2,"The Lodge at Ives Hill","S","Jefferson",24,24,16,16,4,12
"8434",2014,2,"The Manor House","S","Genesee",60,60,40,42,7,35
"8435",2014,2,"The McClelland Home for Adults","F","Dutchess",70,54,42,41,26,15
"8436",2014,2,"The New Falls","F","Schuyler",111,105,100,97,32,65
"8437",2014,2,"The New Swan Lake Adult Home LLC","F","Sullivan",27,27,21,22,19,3
"8438",2014,2,"The Northfield","S","Monroe",79,79,73,69,13,56
"8439",2014,2,"The Osborn","S","Westchester",103,103,93,95,21,74
"8440",2014,2,"The Pines at Heartwood","F","Rensselaer",86,86,79,78,58,20
"8441",2014,2,"The Plains at Parish Homestead","F","Otsego",53,53,41,41,8,33
"8442",2014,2,"The Plaza at Clover Lake","F","Putnam",175,125,79,86,27,59
"8443",2014,2,"The Regency at Glen Cove","E","Nassau",105,105,71,75,15,60
"8444",2014,2,"The Seabury at Fieldhome","E","Westchester",85,85,72,74,22,52
"8445",2014,2,"The Shores at Peconic Landing Assisted Living Residence, Inc.","S","Suffolk",26,26,22,24,3,21
"8446",2014,2,"The Springvale Inn","S","Westchester",125,125,99,99,22,77
"8447",2014,2,"The Terrace at Glen Eddy","S","Schenectady",53,53,48,40,10,30
"8448",2014,2,"The Terrace at Newark","F","Wayne",63,63,58,55,15,40
"8449",2014,2,"The Terrace at the Glen","S","Warren",44,44,34,38,12,26
"8450",2014,2,"The Terrace at Woodland","F","Oneida",60,57,50,56,14,42
"8451",2014,2,"The Terraces at Brookmeade","S","Dutchess",29,29,20,22,7,15
"8452",2014,2,"The Vincent Bove Center at Jefferson Ferry","S","Suffolk",60,60,52,53,9,44
"8453",2014,2,"The Waterford on the Bay","F","Kings",192,192,132,139,51,88
"8454",2014,2,"Tonawanda Manor Assisted Living Program","F","Erie",120,105,93,92,18,74
"8455",2014,2,"Troy Adult Home","F","Rensselaer",33,33,31,30,27,3
"8456",2014,2,"Underwood Manor","F","Cattaraugus",32,32,30,30,13,17
"8457",2014,2,"Updykes Willow Ridge Quality Care Facility","F","Steuben",40,40,28,29,5,24
"8458",2014,2,"Valley Vista Adult Home and Assisted Living Progra","F","Ulster",89,89,83,78,17,61
"8459",2014,2,"Vassar-Warner Home","E","Dutchess",58,58,45,47,11,36
"8460",2014,2,"VillageCare at 46 and Ten","S","New York",80,80,70,72,22,50
"8461",2014,2,"Walden Place","S","Cortland",86,86,68,63,21,42
"8462",2014,2,"Washington Center Adult Home","F","Washington",35,35,29,28,8,20
"8463",2014,2,"Wavecrest Home for Adults","F","Queens",120,120,118,117,82,35
"8464",2014,2,"Westchester Center for Independent and Assisted Living","F","Westchester",195,195,176,167,66,101
"8465",2014,2,"Westminster Manor","E","Cayuga",37,37,30,29,9,20
"8466",2014,2,"West Seventy-Fourth Street Home","E","New York",95,95,84,84,37,47
"8467",2014,2,"West Side Federation For Sr. and Supportive Housing","E","New York",99,96,93,92,67,25
"8468",2014,2,"Westwood Commons Adult Home","E","Monroe",120,80,64,72,19,53
"8469",2014,2,"White Plains Guest Home for Adults","E","Westchester",15,14,14,14,10,4
"8470",2014,2,"Whittier Place","E","Columbia",80,79,76,79,23,56
"8471",2014,2,"Willing Helpers Home for Women","E","Fulton",20,20,19,16,0,16
"8472",2014,2,"Willows","F","Orleans",24,24,21,20,2,18
"8473",2014,2,"Willow Towers EHP","S","Westchester",150,150,142,141,19,122
"8474",2014,2,"Wolk Manor Enriched Living Center","S","Monroe",85,85,58,64,20,44
"8475",2014,2,"Womens Christian Association Home","E","Chautauqua",37,37,33,29,0,29
"8476",2014,2,"Woodbrook","E","Chemung",80,74,70,73,16,57
"8477",2014,2,"Woodcrest Commons","E","Monroe",120,95,86,87,27,60
"8478",2014,2,"Woodhaven Home for Adults","F","Suffolk",181,181,175,179,59,120
"8479",2014,2,"Woodland Pond at New Paltz","S","Ulster",60,60,57,55,21,34
"8480",2014,2,"Woodlawn Commons","S","Saratoga",42,40,39,36,8,28
"8481",2014,2,"Woodside Hall, LLC","F","Otsego",37,28,13,14,3,11
"8482",2014,2,"Woodview Court","F","Westchester",40,25,25,25,5,20
"8483",2014,2,"Wynwood of Kenmore","S","Erie",120,120,112,111,29,82
"8484",2014,2,"Wynwood of Manlius","S","Onondaga",86,86,80,79,28,51
"8485",2014,2,"Wynwood of Niskayuna","S","Albany",110,110,85,85,25,60
"8486",2014,1,"Absolut at Orchard Brooke, LLC","F","Erie",80,80,74,78,25,53
"8487",2014,1,"Adirondack Manor D.B.A. Valehaven HFA","F","Oswego",35,35,26,25,17,8
"8488",2014,1,"Adirondack Manor HFA D.B.A Adirondack Manor HFA","F","Warren",60,60,46,46,17,29
"8489",2014,1,"Adirondack Manor HFA D.B.A Montcalm Manor HFA","F","Essex",40,40,33,35,16,19
"8490",2014,1,"Adirondack Manor HFA D.B.A Scotia Mansion HFA","F","Schenectady",50,50,39,40,21,19
"8491",2014,1,"Adirondack Manor HFA D.B.A. Willow Park HFA","F","Oneida",60,60,57,57,34,23
"8492",2014,1,"Adirondack Manor Home for Adults","F","Oneida",40,40,39,37,17,20
"8493",2014,1,"Adirondack Manor Home for Adults","F","Clinton",40,40,36,36,13,23
"8494",2014,1,"Adirondack Manor Home for Adults","F","Franklin",34,34,32,29,19,10
"8495",2014,1,"Ahana House","E","Saratoga",17,17,14,12,8,4
"8496",2014,1,"Alma Rangel Gardens NY Foundation EHP#7","S","New York",42,39,36,39,21,18
"8497",2014,1,"Alpine Manor","F","Livingston",41,36,26,26,3,23
"8498",2014,1,"Alterra Clare Bridge Cottage of Clinton","F","Oneida",40,40,39,37,12,25
"8499",2014,1,"Alterra Clare Bridge Cottage of Ithaca","F","Tompkins",36,36,36,35,3,32
"8500",2014,1,"Alterra Clare Bridge Cottage of Niagara","F","Niagara",40,40,37,37,11,26
"8501",2014,1,"Alterra Clare Bridge of Manlius","F","Onondaga",52,52,50,48,8,40
"8502",2014,1,"Alterra Clare Bridge of Niskayuna","F","Schenectady",52,52,50,50,22,28
"8503",2014,1,"Alterra Clare Bridge of Perinton","F","Monroe",52,52,45,51,8,43
"8504",2014,1,"Alterra Clare Bridge of Williamsville","F","Erie",52,52,48,46,14,32
"8505",2014,1,"Amber Court of Brooklyn","F","Kings",224,216,212,212,135,77
"8506",2014,1,"Amber Court of Pelham Gardens","F","Bronx",200,200,194,191,83,108
"8507",2014,1,"Amber Court of Westbury","F","Nassau",225,225,198,193,38,155
"8508",2014,1,"Angels Inn Home for Adults","F","Jefferson",24,24,11,11,5,6
"8509",2014,1,"Apple Gate Adult Home","F","Orleans",28,28,17,19,5,14
"8510",2014,1,"Arcadia Residence","F","Sullivan",114,114,35,38,27,11
"8511",2014,1,"Arkell Hall","E","Montgomery",24,24,22,22,2,20
"8512",2014,1,"Ashton Place","S","Ontario",60,60,25,23,6,17
"8513",2014,1,"Assisted Living at Jennings Hall","S","Kings",40,11,9,10,7,3
"8514",2014,1,"Assisted Living at Northern Riverview","E","Rockland",105,105,103,100,35,65
"8515",2014,1,"Atria, Bay Shore","S","Suffolk",116,94,94,93,23,70
"8516",2014,1,"Atria Briarcliffe Manor","F","Westchester",200,200,108,101,30,71
"8517",2014,1,"Atria, Crossgate","S","Albany",59,59,52,55,16,39
"8518",2014,1,"Atria Delmar Place","S","Albany",106,106,82,79,19,60
"8519",2014,1,"Atria, East Northport","F","Suffolk",200,176,131,123,40,83
"8520",2014,1,"Atria Forest Hills","S","Queens",90,83,73,71,20,51
"8521",2014,1,"Atria Glen Cove","S","Nassau",128,128,80,85,22,63
"8522",2014,1,"Atria Great Neck","S","Nassau",160,160,124,127,34,93
"8523",2014,1,"Atria Greece","F","Monroe",79,79,67,71,16,55
"8524",2014,1,"Atria Guilderland","F","Albany",120,120,90,88,19,69
"8525",2014,1,"Atria Huntington","F","Suffolk",122,122,100,96,30,66
"8526",2014,1,"Atria Kew Gardens","S","Queens",175,175,144,144,47,97
"8527",2014,1,"Atria Lynbrook","F","Nassau",200,200,110,117,33,84
"8528",2014,1,"Atria on the Hudson","S","Westchester",185,185,140,139,39,100
"8529",2014,1,"Atria Penfield","F","Monroe",120,120,98,83,62,21
"8530",2014,1,"Atria, Plainview","F","Nassau",99,99,72,73,12,61
"8531",2014,1,"Atria Riverdale","S","Bronx",195,195,97,104,26,78
"8532",2014,1,"Atria Shaker","S","Albany",137,137,130,127,34,93
"8533",2014,1,"Atria South Setauket","F","Suffolk",200,200,92,75,24,51
"8534",2014,1,"Atria Tanglewood","F","Nassau",160,160,116,110,28,82
"8535",2014,1,"Atria West 86","S","New York",180,180,168,173,46,127
"8536",2014,1,"Babylon Beach House Home for Adults","F","Suffolk",67,67,48,49,14,35
"8537",2014,1,"Bayview Rest Home, LLC","F","Suffolk",75,75,67,64,42,22
"8538",2014,1,"Beacon Pointe Memory Care Community","F","Saratoga",52,52,39,41,15,26
"8539",2014,1,"Belle Harbor Manor","E","Queens",162,155,148,146,80,66
"8540",2014,1,"Bergquist Adult Home","E","Chautauqua",32,32,30,32,6,26
"8541",2014,1,"Bethany Village","E","Chemung",144,126,115,112,20,92
"8542",2014,1,"Bickford Home","F","Wayne",24,24,23,20,19,1
"8543",2014,1,"Bida Adult Home","F","Chenango",28,28,20,20,11,9
"8544",2014,1,"Birchwood Rest Home","F","Suffolk",101,101,79,83,24,59
"8545",2014,1,"Bishops Commons at St. Luke","S","Oswego",68,68,55,55,19,36
"8546",2014,1,"Blocher Homes","E","Erie",65,57,50,46,6,40
"8547",2014,1,"Boulevard ALP","S","Queens",239,239,220,218,72,146
"8548",2014,1,"Braemar Living at Medford","F","Suffolk",200,200,196,198,39,159
"8549",2014,1,"Brandywine Assisted Living at The Savoy","S","Queens",148,148,128,132,41,91
"8550",2014,1,"Brandywine Senior Living at Huntington Terrace","S","Suffolk",110,110,67,67,19,48
"8551",2014,1,"Brandywine Senior Living at Huntington Terrace","F","Suffolk",54,54,52,54,17,37
"8552",2014,1,"Brentland Woods","S","Monroe",60,50,45,48,9,39
"8553",2014,1,"Brentwood Adult Home","F","Suffolk",30,30,28,29,24,5
"8554",2014,1,"Briarwood Manor, Inc.","F","Niagara",160,160,139,139,26,113
"8555",2014,1,"Bridges Cornell Heights - The Colonial","F","Tompkins",13,10,10,10,2,8
"8556",2014,1,"Bridges Cornell Heights - The Tudor","F","Tompkins",15,15,14,13,1,12
"8557",2014,1,"Bristol Home","E","Erie",55,54,50,50,0,50
"8558",2014,1,"Bristol Village, Inc.","S","Erie",104,104,80,80,22,58
"8559",2014,1,"Brompton Heights","F","Erie",200,200,167,163,48,115
"8560",2014,1,"Bronxwood","E","Bronx",320,320,285,280,175,105
"8561",2014,1,"Brookdale Hospital Medical Center ALP","S","Kings",43,43,38,36,11,25
"8562",2014,1,"Brooklyn Adult Care Center","F","Kings",216,216,215,211,154,57
"8563",2014,1,"Brothers of Mercy Sacred Heart Home","E","Erie",70,70,59,64,19,45
"8564",2014,1,"Buckley Landing Enriched Housing Site #6","S","Onondaga",85,85,83,85,17,68
"8565",2014,1,"Cambridge Guest Home","F","Washington",34,34,30,31,13,18
"8566",2014,1,"Camillus Ridge Terrace","F","Onondaga",56,50,48,48,6,42
"8567",2014,1,"Camphill Ghent, Inc.","E","Columbia",29,29,27,26,7,19
"8568",2014,1,"Canterbury Woods","S","Erie",32,32,28,29,7,22
"8569",2014,1,"Canton Enriched Housing Program, Inc. EHP #1","S","St.Lawrence",16,16,13,12,10,2
"8570",2014,1,"Canton Enriched Housing Program, Inc. EHP# 2","S","St.Lawrence",9,9,5,5,2,3
"8571",2014,1,"Carlucci Homes. Inc,","F","Orange",23,23,16,21,0,21
"8572",2014,1,"Carnegie East House","S","New York",120,104,89,89,15,74
"8573",2014,1,"Castle Senior Living at Forest Hills","F","Queens",20,20,17,17,4,13
"8574",2014,1,"Castle Senior Living At Forest Hills","S","Queens",177,177,158,166,62,104
"8575",2014,1,"Cedarbrook Village Incorporated","S","Oneida",65,65,52,52,15,37
"8576",2014,1,"Central Assisted Living, LLC","F","Queens",186,186,186,185,96,89
"8577",2014,1,"Champlain Valley Senior Community","F","Essex",81,81,32,45,24,21
"8578",2014,1,"Chenango County Home Preston Manor","N","Chenango",48,48,34,36,15,21
"8579",2014,1,"Chenango Valley Home","E","Chenango",32,32,27,28,1,27
"8580",2014,1,"Chester Hill Adult Home","F","Westchester",21,21,20,19,13,6
"8581",2014,1,"Christian Fellowship House","E","Nassau",45,45,38,43,8,35
"8582",2014,1,"Claddagh Care (L.B.S.H.) EHP #1","S","St.Lawrence",28,28,18,19,6,13
"8583",2014,1,"Clara Welch Thanksgiving Home","E","Otsego",26,26,24,22,6,16
"8584",2014,1,"Clark Manor House","E","Ontario",18,17,16,14,0,14
"8585",2014,1,"Clark Meadows at Ferris Hills","S","Ontario",54,54,42,46,14,32
"8586",2014,1,"Clinton Crest Manor","E","Yates",42,39,30,31,4,27
"8587",2014,1,"Cloverhill Adult Home","F","Orleans",44,44,35,34,11,23
"8588",2014,1,"Cogswells Rest Haven","F","Chemung",16,16,16,16,12,4
"8589",2014,1,"Cohocton Valley Home for Adults","F","Steuben",10,10,9,9,9,0
"8590",2014,1,"Cook Adult Home","F","Saratoga",13,13,8,7,4,3
"8591",2014,1,"Country House in Westchester","F","Westchester",100,90,88,88,22,66
"8592",2014,1,"Countryside Adult Home","N","Warren",48,48,41,40,14,26
"8593",2014,1,"Country Valley Home","F","Steuben",19,19,14,15,6,9
"8594",2014,1,"Crestview Manor ALP","F","Westchester",76,76,71,73,40,33
"8595",2014,1,"Crimson Ridge Gardens","F","Monroe",52,52,48,48,11,37
"8596",2014,1,"Crimson Ridge Meadows","F","Monroe",52,52,46,47,14,33
"8597",2014,1,"Crossroads","E","Onondaga",59,59,47,48,48,0
"8598",2014,1,"Crystal House Manor","F","Dutchess",39,39,39,39,39,0
"8599",2014,1,"Culinarians Home Foundation","E","Ulster",18,13,8,9,2,7
"8600",2014,1,"Cumberland Gardens NY Foundation EHP #6","S","Kings",47,47,47,47,12,35
"8601",2014,1,"Danforth Adult Care Center","F","Rensselaer",80,80,76,68,19,49
"8602",2014,1,"Danish Home for the Aged","E","Westchester",24,21,21,21,4,17
"8603",2014,1,"David & Helen Getman Memorial Home","E","Fulton",20,19,19,19,4,15
"8604",2014,1,"Dawn Hill Adult Home","F","Suffolk",30,30,25,27,24,3
"8605",2014,1,"Dominican Village Enriched Housing Program 1","S","Suffolk",66,66,43,35,5,30
"8606",2014,1,"Dosberg Manor","E","Erie",96,96,61,74,16,58
"8607",2014,1,"Dutchess Care","F","Dutchess",92,92,92,88,49,39
"8608",2014,1,"East Road Adult Home","F","Lewis",20,20,16,16,7,9
"8609",2014,1,"Echo Arms Adult Home","F","Suffolk",49,49,49,49,31,18
"8610",2014,1,"Eden Heights","F","Erie",120,120,88,88,20,68
"8611",2014,1,"Eden Heights of Olean","F","Cattaraugus",120,95,85,86,17,69
"8612",2014,1,"Eden Heights of West Seneca","F","Erie",120,120,106,98,32,66
"8613",2014,1,"Eger Harbor House, Inc.","S","Richmond",75,75,75,72,12,60
"8614",2014,1,"Elant at Goshen, Inc.","E","Orange",120,116,102,100,14,86
"8615",2014,1,"Elderwood Assisted Living at Cheektowaga","F","Erie",80,80,74,71,16,55
"8616",2014,1,"Elderwood Assisted Living at Hamburg","S","Erie",96,96,71,74,8,66
"8617",2014,1,"Elderwood Assisted Living at Heathwood","F","Erie",115,115,101,105,25,80
"8618",2014,1,"Elderwood Assisted Living at Waverly","S","Tioga",40,40,31,31,7,24
"8619",2014,1,"Elderwood Assisted Living at West Seneca","S","Erie",128,128,107,111,30,81
"8620",2014,1,"Elderwood Assisted Living at Wheatfield","F","Niagara",65,65,61,59,7,52
"8621",2014,1,"Elderwood Village at Willamsville","S","Erie",110,110,88,85,11,74
"8622",2014,1,"Elizabeth Brewster House","E","Cortland",45,45,37,37,12,25
"8623",2014,1,"Elmore Home for Adults","F","Suffolk",22,22,21,22,18,4
"8624",2014,1,"ElmYork LLC","F","Queens",262,262,262,258,129,129
"8625",2014,1,"Emeritus at Bassett Manor","F","Erie",105,105,56,52,18,34
"8626",2014,1,"Emeritus at Bassett Park Manor","F","Erie",76,76,66,66,17,49
"8627",2014,1,"Emeritus at Bellevue Manor","F","Onondaga",91,91,65,63,24,39
"8629",2014,1,"Emeritus at East Side Manor","F","Onondaga",84,84,47,48,19,29
"8630",2014,1,"Emeritus at Lakewood","S","Chautauqua",100,100,56,58,17,41
"8631",2014,1,"Emeritus at Painted Post","F","Steuben",110,110,80,78,25,53
